,lyrics_row,song_name,artist_name
5215,"Con su meneo, meneo, meneo, meneo",No Dejemos Que Se Apague,50 Cent
5216,Ella me calma y yo me olvido del tiroteo,No Dejemos Que Se Apague,50 Cent
5217,"Tiene trucos, hoy anda en el mercedes buscando quien la descongele",No Dejemos Que Se Apague,50 Cent
5218,Ella llega a la mansión tres niveles,No Dejemos Que Se Apague,50 Cent
5219,Y en la cama (shhhh) caliente (shhhh),No Dejemos Que Se Apague,50 Cent
5220,Se pone agresiva y no hay quien la pare ella enseguida quiere hacer maldades,No Dejemos Que Se Apague,50 Cent
5221,Que la acorrale,No Dejemos Que Se Apague,50 Cent
5222,Que la tire,No Dejemos Que Se Apague,50 Cent
5223,La jale,No Dejemos Que Se Apague,50 Cent
5224,Que todo se vale,No Dejemos Que Se Apague,50 Cent
5225,Que dispare (paaa),No Dejemos Que Se Apague,50 Cent
5226,"No dejemos que se apague, no",No Dejemos Que Se Apague,50 Cent
5227,No dejemos,No Dejemos Que Se Apague,50 Cent
5228,"No dejemos que se apague, no",No Dejemos Que Se Apague,50 Cent
5229,"No dejemos que se apague, no",No Dejemos Que Se Apague,50 Cent
5230,No dejemos,No Dejemos Que Se Apague,50 Cent
5231,"No dejemos que se apague, no",No Dejemos Que Se Apague,50 Cent
5232,"No dejemos que se apague, no",No Dejemos Que Se Apague,50 Cent
5233,No dejemos,No Dejemos Que Se Apague,50 Cent
5234,"No dejemos que se apague, no",No Dejemos Que Se Apague,50 Cent
5235,"No dejemos que se apague, no",No Dejemos Que Se Apague,50 Cent
5236,No dejemos,No Dejemos Que Se Apague,50 Cent
5237,"No dejemos que se apague, no",No Dejemos Que Se Apague,50 Cent
5238,"Elemental, yandel",No Dejemos Que Se Apague,50 Cent
5239,Los lideres trabajan con los lideres,No Dejemos Que Se Apague,50 Cent
5240,Colegas estamos con el sniper desde arriba,No Dejemos Que Se Apague,50 Cent
5241,Sus movimientos todavía son erráticos,No Dejemos Que Se Apague,50 Cent
5242,Wisin y yandel!,No Dejemos Que Se Apague,50 Cent
5243,The warriors jajaja,No Dejemos Que Se Apague,50 Cent
5244,T-pain,No Dejemos Que Se Apague,50 Cent
5245,"Victor ""el nasi"", ""nesty""",No Dejemos Que Se Apague,50 Cent
5246,W yandel,No Dejemos Que Se Apague,50 Cent
5247,En conexión con 50 cent,No Dejemos Que Se Apague,50 Cent
5248,Y todavía se atreven decir que son los numero uno jajaja,No Dejemos Que Se Apague,50 Cent
5249,Seguimos controlando a los químicos,No Dejemos Que Se Apague,50 Cent
5250,En conexión con hyde,No Dejemos Que Se Apague,50 Cent
5251,La gerencia,No Dejemos Que Se Apague,50 Cent
5252,She want it I can tell she want it,Down on Me,50 Cent
5253,Want me to push up on it,Down on Me,50 Cent
5254,Fore she know when I'm all on it,Down on Me,50 Cent
5255,We get the party going liquor flowing this is fire,Down on Me,50 Cent
5256,50 and Jeremih number one there's nothing higher,Down on Me,50 Cent
5257,(Won't you go and),Down on Me,50 Cent
5258,Get it get it (I see you baby),Down on Me,50 Cent
5259,Work it work it,Down on Me,50 Cent
5260,"(Won't you, just put it down)",Down on Me,50 Cent
5261,Get it get it,Down on Me,50 Cent
5262,Work it work it,Down on Me,50 Cent
5263,Break it break it down,Down on Me,50 Cent
5264,OK she headed to the dance floor,Down on Me,50 Cent
5265,And she slowly start to poppin' it,Down on Me,50 Cent
5266,Something like my wrist,Down on Me,50 Cent
5267,'Cause everybody got to watching it,Down on Me,50 Cent
5268,Girl you go that secret treasure,Down on Me,50 Cent
5269,I'm gon put that lock on it,Down on Me,50 Cent
5270,Don't care what they say,Down on Me,50 Cent
5271,I would be stupid to be not on it,Down on Me,50 Cent
5272,Heard you go that sticky,Down on Me,50 Cent
5273,Lets go and take nine shots,Down on Me,50 Cent
5274,We'll just call it fifty,Down on Me,50 Cent
5275,And I'm gon lick it lick it lick it,Down on Me,50 Cent
5276,Till her hicky have her Rev running,Down on Me,50 Cent
5277,Keep you running til you wit me,Down on Me,50 Cent
5278,(Bang bang bang bang),Down on Me,50 Cent
5279,Oh you look so sweet,Down on Me,50 Cent
5280,What you work in Paris,Down on Me,50 Cent
5281,Look at your physique,Down on Me,50 Cent
5282,Girl you are a beauty well I am a beast,Down on Me,50 Cent
5283,They must have been trippin' to let me off the leash,Down on Me,50 Cent
5284,I love the way you grind that booty on me,Down on Me,50 Cent
5285,Shawty you a dime why you looking lonely,Down on Me,50 Cent
5286,We'll buy another round and it's all on me,Down on Me,50 Cent
5287,As long as I'm around put it down on me,Down on Me,50 Cent
5288,Just put it down on me,Down on Me,50 Cent
5289,Put it down on me,Down on Me,50 Cent
5290,Down down on me,Down on Me,50 Cent
5291,Put it down on me,Down on Me,50 Cent
5292,Don't throw it off the mound,Down on Me,50 Cent
5293,Show me how its gon' be,Down on Me,50 Cent
5294,Girl all I really want is you down on me,Down on Me,50 Cent
5295,Put it down on me,Down on Me,50 Cent
5296,Systems thumping party jumping,Down on Me,50 Cent
5297,Shawty she's a perfect ten,Down on Me,50 Cent
5298,She rock her hips than roll her hips,Down on Me,50 Cent
5299,Than drop it down like it's nothing,Down on Me,50 Cent
5300,She shaped just like an hour glass,Down on Me,50 Cent
5301,She see how fast an hour passed,Down on Me,50 Cent
5302,Time flies when I'm on that ass,Down on Me,50 Cent
5303,But I won't put our shit on blast,Down on Me,50 Cent
5304,Work it like a pro pro pro,Down on Me,50 Cent
5305,Sit and watch it go go go,Down on Me,50 Cent
5306,Do her thing all on the floor,Down on Me,50 Cent
5307,She bounce it fast and shake it slow,Down on Me,50 Cent
5308,So sexual incredible,Down on Me,50 Cent
5309,She beautiful she edible,Down on Me,50 Cent
5310,I got her I won't let her go,Down on Me,50 Cent
5311,I ain't seen nothing better yo,Down on Me,50 Cent
5312,Look at how she twerk it,Down on Me,50 Cent
5313,The way she work it,Down on Me,50 Cent
5314,Make me wanna hit it hit it,Down on Me,50 Cent
5315,Heaven when I'm in it in it,Down on Me,50 Cent
5316,"If I do not fit, I'm gonna make it",Down on Me,50 Cent
5317,Girl you can take it,Down on Me,50 Cent
5318,Don't stop get it get it,Down on Me,50 Cent
5319,I love the way you grind that booty on me,Down on Me,50 Cent
5320,Shawty you a dime why you looking lonely,Down on Me,50 Cent
5321,We'll buy another round and it's all on me,Down on Me,50 Cent
5322,As long as I'm around put it down on me,Down on Me,50 Cent
5323,Just put it down on me,Down on Me,50 Cent
5324,Put it down on me,Down on Me,50 Cent
5325,Down down on me,Down on Me,50 Cent
5326,Put it down on me,Down on Me,50 Cent
5327,Don't throw it off the mound,Down on Me,50 Cent
5328,Show me how its gon' be,Down on Me,50 Cent
5329,Girl all I really want is you down on me,Down on Me,50 Cent
5330,Put it down on me,Down on Me,50 Cent
5331,Say you independent,Down on Me,50 Cent
5332,Get it from your momma,Down on Me,50 Cent
5333,Tell me if you with it,Down on Me,50 Cent
5334,Do you really wanna (wanna),Down on Me,50 Cent
5335,Baby when you see me,Down on Me,50 Cent
5336,You know I be on it,Down on Me,50 Cent
5337,Can you keep it up,Down on Me,50 Cent
5338,Put it all up on me,Down on Me,50 Cent
5339,Say you independent,Down on Me,50 Cent
5340,Get it from your momma,Down on Me,50 Cent
5341,Tell me if you with it,Down on Me,50 Cent
5342,Do you really wanna (wanna),Down on Me,50 Cent
5343,Baby when you see me,Down on Me,50 Cent
5344,You know I be on it,Down on Me,50 Cent
5345,Can you keep it up,Down on Me,50 Cent
5346,Put it all up on me,Down on Me,50 Cent
5347,Down with that booty on me,Down on Me,50 Cent
5348,Shawty you a dime why you looking lonely,Down on Me,50 Cent
5349,"Oh baby we can go low, low, low yeah",Down on Me,50 Cent
5350,I love the way you grind that booty on me,Down on Me,50 Cent
5351,Shawty you a dime why you looking lonely,Down on Me,50 Cent
5352,We'll buy another round and it's all on me,Down on Me,50 Cent
5353,As long as I'm around put it down on me,Down on Me,50 Cent
5354,Just put it down on me,Down on Me,50 Cent
5355,Put it down on me,Down on Me,50 Cent
5356,Down down on me,Down on Me,50 Cent
5357,Put it down on me,Down on Me,50 Cent
5358,Don't throw it off the mound,Down on Me,50 Cent
5359,Show me how its gon' be,Down on Me,50 Cent
5360,Girl all I really want is you down on me,Down on Me,50 Cent
5361,Put it down on me,Down on Me,50 Cent
5362,Mann! 50! JR! B-day boy!,Buzzin Remix,50 Cent
5363,Man I feel like money! (man I feel like money!),Buzzin Remix,50 Cent
5364,"They're attracted to me! (oh, yeah?)",Buzzin Remix,50 Cent
5365,They come around like honey! (they come around like honey!),Buzzin Remix,50 Cent
5366,"'Cause I'm fly like a bee! (oh, yeah?) (say what?)",Buzzin Remix,50 Cent
5367,"Man I got 'em all buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5368,Like da-da-da-da-da-da-da! (say what?),Buzzin Remix,50 Cent
5369,"Man I got the world buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5370,Like da-da-da-da-da-da-da!,Buzzin Remix,50 Cent
5371,"Audi R-8, laid back, Black on Black",Buzzin Remix,50 Cent
5372,Diamonds on my neck and my wrist matchin' that.,Buzzin Remix,50 Cent
5373,"Black mask, black Mag', brown bag;",Buzzin Remix,50 Cent
5374,Drop down now or nigga I'll shoot your black ass!,Buzzin Remix,50 Cent
5375,"I'm a magnet to money, the paper is where I'm at",Buzzin Remix,50 Cent
5376,"They attracted to me, they treat me like Pimp C.",Buzzin Remix,50 Cent
5377,I'm a P-I-M-P yo chick just chose me,Buzzin Remix,50 Cent
5378,"I got so much swag, is that why you mad?",Buzzin Remix,50 Cent
5379,"Control your hate trick, nothing good to say",Buzzin Remix,50 Cent
5380,"Don't say shit, keep walkin' quit talkin' keep it movin'!",Buzzin Remix,50 Cent
5381,We can keep the club jumpin' till daylight,Buzzin Remix,50 Cent
5382,From New York to L.A. through the Bay; right?,Buzzin Remix,50 Cent
5383,Back up to back up in the mix like that (yeah!),Buzzin Remix,50 Cent
5384,And I know ya like it when it's just like that. (that!),Buzzin Remix,50 Cent
5385,All the girlies just love my swag (swag!),Buzzin Remix,50 Cent
5386,From my kicks to the way I fix my hat (hat!),Buzzin Remix,50 Cent
5387,I'm back! (hey!) fresh like some new J's (yeah!),Buzzin Remix,50 Cent
5388,Brodie got next NBA to pay.,Buzzin Remix,50 Cent
5389,"I'm too paid! (paid!), shaded, with some ladies",Buzzin Remix,50 Cent
5390,Reppin' my city; West L.A. baby!,Buzzin Remix,50 Cent
5391,West L.A. made me this way. (way!),Buzzin Remix,50 Cent
5392,"Two rules: Stay fresh, homie and get paid!",Buzzin Remix,50 Cent
5393,Hey! (hey!) Never broke! And never bummy! (why),Buzzin Remix,50 Cent
5394,I'm from where it's forever sunny. (okay!),Buzzin Remix,50 Cent
5395,Man I feel like money! (man I feel like money!),Buzzin Remix,50 Cent
5396,"They're attracted to me! (oh, yeah?)",Buzzin Remix,50 Cent
5397,They come around like honey! (they come around like honey!),Buzzin Remix,50 Cent
5398,"'Cause I'm fly like a bee! (oh, yeah?) (say what?)",Buzzin Remix,50 Cent
5399,"Man I got 'em all buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5400,Like da-da-da-da-da-da-da! (say what?),Buzzin Remix,50 Cent
5401,"Man I got the world buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5402,Like da-da-da-da-da-da-da!,Buzzin Remix,50 Cent
5403,"When I come around, 'round, 'round",Buzzin Remix,50 Cent
5404,They go,Buzzin Remix,50 Cent
5405,"Yeah, yeah! It's going down, down, down",Buzzin Remix,50 Cent
5406,They go,Buzzin Remix,50 Cent
5407,New cat with a' old school feel (feel!),Buzzin Remix,50 Cent
5408,Only new artist with a old school deal. (yeah!),Buzzin Remix,50 Cent
5409,Taught the game by Steve Lobell (yup!),Buzzin Remix,50 Cent
5410,"So we always win, don't receive no L's (nah!)",Buzzin Remix,50 Cent
5411,New girls act like they know me so well,Buzzin Remix,50 Cent
5412,"But I shows no love and be like: ""Oh, well! "" (well!)",Buzzin Remix,50 Cent
5413,"When my album drops, sure as hell goin' sell (yup!)",Buzzin Remix,50 Cent
5414,Stack cash and laugh like L-O-L!,Buzzin Remix,50 Cent
5415,Man I feel like money! (man I feel like money!),Buzzin Remix,50 Cent
5416,"They're attracted to me! (oh, yeah?)",Buzzin Remix,50 Cent
5417,They come around like honey! (they come around like honey!),Buzzin Remix,50 Cent
5418,"'Cause I'm fly like a bee! (oh, yeah?) (say what?)",Buzzin Remix,50 Cent
5419,"Man I got 'em all buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5420,Like da-da-da-da-da-da-da! (say what?),Buzzin Remix,50 Cent
5421,"Man I got the world buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5422,Like da-da-da-da-da-da-da!,Buzzin Remix,50 Cent
5423,"When I come around, 'round, 'round",Buzzin Remix,50 Cent
5424,They go,Buzzin Remix,50 Cent
5425,"Yeah, when I come around, 'round, 'round",Buzzin Remix,50 Cent
5426,They go,Buzzin Remix,50 Cent
5427,"When I step in yo town, town, town",Buzzin Remix,50 Cent
5428,They go,Buzzin Remix,50 Cent
5429,"Yeah, yeah its going down, down, down",Buzzin Remix,50 Cent
5430,They go,Buzzin Remix,50 Cent
5431,Yee-uh Yee-uh! Shawty in my ear (uhh!),Buzzin Remix,50 Cent
5432,Saying all the things that I wanna hear.,Buzzin Remix,50 Cent
5433,Buzzin'! And as the night ends (uhh!),Buzzin Remix,50 Cent
5434,I'm a have her and get all her friends.,Buzzin Remix,50 Cent
5435,Buzzin'! Okay! Hands in the air (yee-uh!),Buzzin Remix,50 Cent
5436,From the back to the front everywhere.,Buzzin Remix,50 Cent
5437,"Buzzin'! Throwin' out 20's, throwin' out hundreds",Buzzin Remix,50 Cent
5438,Ladies gotta love it!,Buzzin Remix,50 Cent
5439,Man I feel like money! (man I feel like money!),Buzzin Remix,50 Cent
5440,"They're attracted to me! (oh, yeah?)",Buzzin Remix,50 Cent
5441,They come around like honey! (they come around like honey!),Buzzin Remix,50 Cent
5442,"'Cause I'm fly like a bee! (oh, yeah?) (say what?)",Buzzin Remix,50 Cent
5443,"Man I got 'em all buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5444,Like da-da-da-da-da-da-da! (say what?),Buzzin Remix,50 Cent
5445,"Man I got the world buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5446,Like da-da-da-da-da-da-da!,Buzzin Remix,50 Cent
5447,"When I come around, 'round, 'round",Buzzin Remix,50 Cent
5448,They go,Buzzin Remix,50 Cent
5449,"Yeah, when I come around, 'round, 'round",Buzzin Remix,50 Cent
5450,They go,Buzzin Remix,50 Cent
5451,"When I step in yo town, town, town",Buzzin Remix,50 Cent
5452,They go,Buzzin Remix,50 Cent
5453,"Yeah, yeah its going down, down, down",Buzzin Remix,50 Cent
5454,They go,Buzzin Remix,50 Cent
5455,Who wanna play with the Enforcer? Who wanna play with the Enforcer? (Who wanna play?),The Enforcer,50 Cent
5456,Who wanna play with the Enforcer? Who wanna play with the Enforcer?,The Enforcer,50 Cent
5457,"Who wanna play with the Enforcer? Money like a boss, but I still come off ya",The Enforcer,50 Cent
5458,"Ferrari, Lambo, I race it",The Enforcer,50 Cent
5459,"Bugatti, I chase it",The Enforcer,50 Cent
5460,"I be stuntin', don't say shit",The Enforcer,50 Cent
5461,"Murder, its what I get away with",The Enforcer,50 Cent
5462,"There'll never be another me, face it",The Enforcer,50 Cent
5463,"I pick up big bread, its okay bitch",The Enforcer,50 Cent
5464,Shawty got everything you can play it,The Enforcer,50 Cent
5465,"She ain't a bitch like a blonde, just stay with",The Enforcer,50 Cent
5466,"So brave, your graves ready, tray eight, duct tape, ready",The Enforcer,50 Cent
5467,Your times up already,The Enforcer,50 Cent
5468,"Black mag, body bag, ready, ready, ready",The Enforcer,50 Cent
5469,Who wanna play with the Enforcer? Who wanna play with the Enforcer? (Who wanna play?),The Enforcer,50 Cent
5470,"Crazy, sip, psychotic",The Enforcer,50 Cent
5471,"Rich, still pushing narcotics",The Enforcer,50 Cent
5472,"You wanna do, I've done it",The Enforcer,50 Cent
5473,"Life's going away, I won it",The Enforcer,50 Cent
5474,"Ex pills, pounds up chronic",The Enforcer,50 Cent
5475,"Drama, tell me who want it",The Enforcer,50 Cent
5476,I've done it,The Enforcer,50 Cent
5477,"They talk about it, they frontin'",The Enforcer,50 Cent
5478,"So brave, your graves ready, tray eight, duct tape, ready",The Enforcer,50 Cent
5479,Your times up already,The Enforcer,50 Cent
5480,"Black mag, body bag, ready, ready, ready",The Enforcer,50 Cent
5481,Who wanna play with the Enforcer? Who wanna play with the Enforcer? (Who wanna play?),The Enforcer,50 Cent
5482,Who wanna play with the Enforcer? Who wanna play with the Enforcer?,The Enforcer,50 Cent
5483,"Who wanna play with the Enforcer? Money like a boss, but I still come off ya",The Enforcer,50 Cent
5484,This is how it sounds when I'm at you,The Enforcer,50 Cent
5485,This is how it sounds when I'm at you,The Enforcer,50 Cent
5486,This is how it sounds when Im at you,The Enforcer,50 Cent
5487,This is the Enforcer in action,The Enforcer,50 Cent
5488,This is how it sounds when Im at you,The Enforcer,50 Cent
5489,This is how it sounds when Im at you,The Enforcer,50 Cent
5490,This is how it sounds when Im at you,The Enforcer,50 Cent
5491,This is how it feels when Im blasting,The Enforcer,50 Cent
5492,Everything I do something you want to,The Enforcer,50 Cent
5493,But you don't do things that I do,The Enforcer,50 Cent
5494,"Cos, you ain't got the heart to do it",The Enforcer,50 Cent
5495,You ain't got the heart to do it,The Enforcer,50 Cent
5496,You ain't got the heart to do it,The Enforcer,50 Cent
5497,You ain't got the heart to do it,The Enforcer,50 Cent
5498,Who wanna play with the Enforcer? Who wanna play with the Enforcer? (Who wanna play?),The Enforcer,50 Cent
5499,Who wanna play with the Enforcer? Who wanna play with the Enforcer?,The Enforcer,50 Cent
5500,"Who wanna play with the Enforcer? Money like a boss, but I still come off ya",The Enforcer,50 Cent
5501,Who wanna play with the Enforcer? Who wanna play with the Enforcer?,The Enforcer,50 Cent
5502,"Who wanna play with the Enforcer? Money like a boss, but I still come off ya",The Enforcer,50 Cent
5503,This is how it sounds when I'm at you,The Enforcer,50 Cent
5504,This is how it sounds when I'm at you,The Enforcer,50 Cent
5505,This is how it sounds when I'm at you,The Enforcer,50 Cent
5506,This is the Enforcer in action,The Enforcer,50 Cent
5507,This is how it sounds when I'm at you,The Enforcer,50 Cent
5508,This is how it sounds when I'm at you,The Enforcer,50 Cent
5509,This is how it sounds when I'm at you,The Enforcer,50 Cent
5510,This is how it feels when I'm blasting,The Enforcer,50 Cent
5511,"Blasting, blasting, blasting, blasting",The Enforcer,50 Cent
5512,"Blasting, blasting, blasting, blasting",The Enforcer,50 Cent
5513,This is how it feels when I'm blasting,The Enforcer,50 Cent
5514,If you think you're lonely now,Wait Until Tonight,50 Cent
5515,"Wait until tonight, girl",Wait Until Tonight,50 Cent
5516,Ah man,Wait Until Tonight,50 Cent
5517,If you think you're lonely now,Wait Until Tonight,50 Cent
5518,"Wait until tonight, girl",Wait Until Tonight,50 Cent
5519,"I'm waitin' on you to come, baby I'm that man",Wait Until Tonight,50 Cent
5520,"Bedroom superhero, naked I'm Batman",Wait Until Tonight,50 Cent
5521,"I kill it then I give ya mouth-to-mouth, CPR",Wait Until Tonight,50 Cent
5522,"Bring ya back to life, climax, start your after life",Wait Until Tonight,50 Cent
5523,"Bounce up and down on my love, this is chronic",Wait Until Tonight,50 Cent
5524,"Have it how you want it, my back shot's bionic",Wait Until Tonight,50 Cent
5525,She givin' me something I can feel like En Vogue,Wait Until Tonight,50 Cent
5526,"Unload then reload, recharge, I'm back on",Wait Until Tonight,50 Cent
5527,"Back at it, fuckin' up the sprigs in her Craftmatic",Wait Until Tonight,50 Cent
5528,"Jack rabbit, addiction, I don't wanna break that habit",Wait Until Tonight,50 Cent
5529,"Your boy toy man, child it's cool, you can play with me",Wait Until Tonight,50 Cent
5530,"City life, bright lights, tonight you can stay with me",Wait Until Tonight,50 Cent
5531,"I wanna share thoughts, let's talk, go for a walk",Wait Until Tonight,50 Cent
5532,"Fantasies, we can get loose right in the park",Wait Until Tonight,50 Cent
5533,"Bullseye right through her head, to her heart",Wait Until Tonight,50 Cent
5534,"It's mental and physical, when you're gone, I'll be missin' you",Wait Until Tonight,50 Cent
5535,"You gon' get it, you gon' get it",Wait Until Tonight,50 Cent
5536,I got a plan for you (Got it all planned girl),Wait Until Tonight,50 Cent
5537,Girl it's on 'til the 'mon when you come through (ha ha),Wait Until Tonight,50 Cent
5538,I can't think of a thing that I won't do (What you wan' do?),Wait Until Tonight,50 Cent
5539,When you come and I get my hands on you (Wait 'til I get you girl),Wait Until Tonight,50 Cent
5540,"I'm Curtis Mayfield, Marvin, the new Bobby Womack",Wait Until Tonight,50 Cent
5541,"2012 freak shit, baby I'm all that",Wait Until Tonight,50 Cent
5542,"The touchin' and the teasin', the pleasure's the reason",Wait Until Tonight,50 Cent
5543,I'm sure she'll be open from the lickin' and strokin',Wait Until Tonight,50 Cent
5544,Or how I say a line and it stimulates her mind,Wait Until Tonight,50 Cent
5545,"My sense of humor, I make her smile while passin' time",Wait Until Tonight,50 Cent
5546,"It's sexual, it's not perverted or obscene",Wait Until Tonight,50 Cent
5547,"The foreplay we play, until I touch her 'til she cream",Wait Until Tonight,50 Cent
5548,"Cash rules the shortie, she's something out a dream",Wait Until Tonight,50 Cent
5549,"Half J-Lo half Jessica Biel, she in between",Wait Until Tonight,50 Cent
5550,"Got that island girl swag, she Dutty Wine",Wait Until Tonight,50 Cent
5551,"When we get back to the spot, that ass is mine",Wait Until Tonight,50 Cent
5552,"See how I switch gears, her bra gone it's on",Wait Until Tonight,50 Cent
5553,"It's showtime, it's my turn to perform",Wait Until Tonight,50 Cent
5554,"Leave the lights on, while I get it, I got it good",Wait Until Tonight,50 Cent
5555,"She sayin' she love my show, I'm sayin' I knew she would",Wait Until Tonight,50 Cent
5556,"You gon' get it, you gon' get it",Wait Until Tonight,50 Cent
5557,I got a plan for you (Got it all planned girl),Wait Until Tonight,50 Cent
5558,Girl it's on 'til the 'mon when you come through (ha ha),Wait Until Tonight,50 Cent
5559,I can't think of a thing that I won't do (What you wan' do?),Wait Until Tonight,50 Cent
5560,When you come and I get my hands on you (Wait 'til I get you girl),Wait Until Tonight,50 Cent
5561,Mann! 50! JR! B-day boy!,Buzzin Remix,50 Cent
5562,Man I feel like money! (man I feel like money!),Buzzin Remix,50 Cent
5563,"They're attracted to me! (oh, yeah?)",Buzzin Remix,50 Cent
5564,They come around like honey! (they come around like honey!),Buzzin Remix,50 Cent
5565,"'Cause I'm fly like a bee! (oh, yeah?) (say what?)",Buzzin Remix,50 Cent
5566,"Man I got 'em all buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5567,Like da-da-da-da-da-da-da! (say what?),Buzzin Remix,50 Cent
5568,"Man I got the world buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5569,Like da-da-da-da-da-da-da!,Buzzin Remix,50 Cent
5570,"Audi R-8, laid back, Black on Black",Buzzin Remix,50 Cent
5571,Diamonds on my neck and my wrist matchin' that.,Buzzin Remix,50 Cent
5572,"Black mask, black Mag', brown bag;",Buzzin Remix,50 Cent
5573,Drop down now or nigga I'll shoot your black ass!,Buzzin Remix,50 Cent
5574,"I'm a magnet to money, the paper is where I'm at",Buzzin Remix,50 Cent
5575,"They attracted to me, they treat me like Pimp C.",Buzzin Remix,50 Cent
5576,I'm a P-I-M-P yo chick just chose me,Buzzin Remix,50 Cent
5577,"I got so much swag, is that why you mad?",Buzzin Remix,50 Cent
5578,"Control your hate trick, nothing good to say",Buzzin Remix,50 Cent
5579,"Don't say shit, keep walkin' quit talkin' keep it movin'!",Buzzin Remix,50 Cent
5580,We can keep the club jumpin' till daylight,Buzzin Remix,50 Cent
5581,From New York to L.A. through the Bay; right?,Buzzin Remix,50 Cent
5582,Back up to back up in the mix like that (yeah!),Buzzin Remix,50 Cent
5583,And I know ya like it when it's just like that. (that!),Buzzin Remix,50 Cent
5584,All the girlies just love my swag (swag!),Buzzin Remix,50 Cent
5585,From my kicks to the way I fix my hat (hat!),Buzzin Remix,50 Cent
5586,I'm back! (hey!) fresh like some new J's (yeah!),Buzzin Remix,50 Cent
5587,Brodie got next NBA to pay.,Buzzin Remix,50 Cent
5588,"I'm too paid! (paid!), shaded, with some ladies",Buzzin Remix,50 Cent
5589,Reppin' my city; West L.A. baby!,Buzzin Remix,50 Cent
5590,West L.A. made me this way. (way!),Buzzin Remix,50 Cent
5591,"Two rules: Stay fresh, homie and get paid!",Buzzin Remix,50 Cent
5592,Hey! (hey!) Never broke! And never bummy! (why),Buzzin Remix,50 Cent
5593,I'm from where it's forever sunny. (okay!),Buzzin Remix,50 Cent
5594,Man I feel like money! (man I feel like money!),Buzzin Remix,50 Cent
5595,"They're attracted to me! (oh, yeah?)",Buzzin Remix,50 Cent
5596,They come around like honey! (they come around like honey!),Buzzin Remix,50 Cent
5597,"'Cause I'm fly like a bee! (oh, yeah?) (say what?)",Buzzin Remix,50 Cent
5598,"Man I got 'em all buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5599,Like da-da-da-da-da-da-da! (say what?),Buzzin Remix,50 Cent
5600,"Man I got the world buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5601,Like da-da-da-da-da-da-da!,Buzzin Remix,50 Cent
5602,"When I come around, 'round, 'round",Buzzin Remix,50 Cent
5603,They go,Buzzin Remix,50 Cent
5604,"Yeah, yeah! It's going down, down, down",Buzzin Remix,50 Cent
5605,They go,Buzzin Remix,50 Cent
5606,New cat with a' old school feel (feel!),Buzzin Remix,50 Cent
5607,Only new artist with a old school deal. (yeah!),Buzzin Remix,50 Cent
5608,Taught the game by Steve Lobell (yup!),Buzzin Remix,50 Cent
5609,"So we always win, don't receive no L's (nah!)",Buzzin Remix,50 Cent
5610,New girls act like they know me so well,Buzzin Remix,50 Cent
5611,"But I shows no love and be like: ""Oh, well! "" (well!)",Buzzin Remix,50 Cent
5612,"When my album drops, sure as hell goin' sell (yup!)",Buzzin Remix,50 Cent
5613,Stack cash and laugh like L-O-L!,Buzzin Remix,50 Cent
5614,Man I feel like money! (man I feel like money!),Buzzin Remix,50 Cent
5615,"They're attracted to me! (oh, yeah?)",Buzzin Remix,50 Cent
5616,They come around like honey! (they come around like honey!),Buzzin Remix,50 Cent
5617,"'Cause I'm fly like a bee! (oh, yeah?) (say what?)",Buzzin Remix,50 Cent
5618,"Man I got 'em all buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5619,Like da-da-da-da-da-da-da! (say what?),Buzzin Remix,50 Cent
5620,"Man I got the world buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin', (buzzin'!) buzzin',",Buzzin Remix,50 Cent
5621,Like da-da-da-da-da-da-da!,Buzzin Remix,50 Cent
5622,"When I come around, 'round, 'round",Buzzin Remix,50 Cent
5623,They go,Buzzin Remix,50 Cent
5624,"Yeah, when I come around, 'round, 'round",Buzzin Remix,50 Cent
5625,They go,Buzzin Remix,50 Cent
